QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
140261541ac6b6ba,2235,2235,8242
140261541ac6b6ba,8940,8940,1153293
140261541ac6b6ba,10233,10233,2680679
140261541ac6b6ba,4570,4570,387016
140261541ac6b6ba,1,1,4331
a795bcf5e93582f1,6001215,6001215,29692681
a795bcf5e93582f1,1500000,1500000,8564345
a795bcf5e93582f1,150000,150000,396375
efe8810009ceeca4,192,192,7823
efe8810009ceeca4,5741,5741,1712548
efe8810009ceeca4,5741,5741,1752639
581025346a1e14fe,190,190,7822
581025346a1e14fe,5621,5621,1701163
581025346a1e14fe,5621,5621,1678463
bc9c5b09f7327ee,176,176,8032
bc9c5b09f7327ee,5201,5201,1610015
bc9c5b09f7327ee,5201,5201,1575650
ca18c361736e9938,10000,10000,18020
ca18c361736e9938,1,1,4051
ca18c361736e9938,5,5,5517
ca18c361736e9938,1219,1219,7264
ca18c361736e9938,36282,36282,8830457
ca18c361736e9938,10931,10931,2523945
ca18c361736e9938,2094,2094,442613
ca18c361736e9938,25,25,6356
3534234c34669919,2186,2186,8102
3534234c34669919,8744,8744,1146728
3534234c34669919,9798,9798,2693461
3534234c34669919,4508,4508,395955
3534234c34669919,1,1,4470
550d82dfc9e49105,200000,200000,522726
550d82dfc9e49105,508,508,277148
3c13b8ba3d206f05,200000,200000,537463
3c13b8ba3d206f05,508,508,253260
a77f146ed65d1660,2094,2094,8591
a77f146ed65d1660,8376,8376,1078139
a77f146ed65d1660,9481,9481,2584571
a77f146ed65d1660,1,1,5937
a77f146ed65d1660,174,174,43165
65e8223a5ee91fb8,200000,200000,514833
65e8223a5ee91fb8,545,545,268627
a61d21fbe175bdf5,191859,191859,16763
a61d21fbe175bdf5,118148,118148,10104304
a61d21fbe175bdf5,10000,10000,28217
af04794535660bfb,200000,200000,504077
af04794535660bfb,555,555,272608
