QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|17042|"TableScan Impl: ColumnVsValue n_name = 'UNITED KINGDOM'"|25|1
"f632edfa7f34c022"|"REFERENCE"|"nation"|"n_name"|25|1|8660|"TableScan Impl: ColumnVsValue n_name = 'RUSSIA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|42117|"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"|25|1
"f702225c6361ca48"|"REFERENCE"|"nation"|"n_name"|25|1|9429|"TableScan Impl: ColumnVsValue n_name = 'EGYPT'"|25|1
"ecfeeac6124271f3"|"DATA"|"region"|"r_name"|5|1|24586|"TableScan Impl: ColumnVsValue r_name = 'ASIA'"|5|1
"ecfeeac6124271f3"|"REFERENCE"|"orders"|"o_orderdate"|39743|11980|1375890|"TableScan Impl: ColumnBetween o_orderdate BETWEEN INCLUSIVE '1995-01-01' AND '1996-12-31'"|1500000|457263
"ecfeeac6124271f3"|"DATA"|"part"|"p_type"|200000|1345|231468|"TableScan Impl: ColumnVsValue p_type = 'ECONOMY PLATED COPPER'"|200000|1345
"ecfeeac6124271f3"|"DATA"|"part"|"p_type"|200000|1345|231468|"TableScan Impl: ColumnVsValue p_type = 'ECONOMY PLATED COPPER'"|200000|1345
"ecfeeac6124271f3"|"DATA"|"part"|"p_type"|200000|1345|231468|"TableScan Impl: ColumnVsValue p_type = 'ECONOMY PLATED COPPER'"|200000|1345
"ecfeeac6124271f3"|"DATA"|"part"|"p_type"|200000|1345|231468|"TableScan Impl: ColumnVsValue p_type = 'ECONOMY PLATED COPPER'"|200000|1345
"6cf267cd7600d268"|"REFERENCE"|"lineitem"|"l_quantity"|166199|79649|3399599|"TableScan Impl: ColumnVsValue l_quantity < 25"|6001215|2878793
"6cf267cd7600d268"|"REFERENCE"|"lineitem"|"l_discount"|913487|166199|6364829|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.02 AND 0.04001"|6001215|1090838
"6cf267cd7600d268"|"DATA"|"lineitem"|"l_shipdate"|6001215|913487|16348712|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"|6001215|913487
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|16833|"TableScan Impl: ColumnVsValue n_name = 'ROMANIA'"|25|1
"7b6bd0b84b3710d9"|"REFERENCE"|"nation"|"n_name"|25|1|9220|"TableScan Impl: ColumnVsValue n_name = 'CANADA'"|25|1
"e94b1537cecea7b4"|"DATA"|"orders"|"o_comment"|1500000|1484020|199366996|"TableScan Impl: ColumnLike o_comment NOT LIKE '%express%deposits%'"|1500000|1484020
"b8f2026884d8c3a8"|"DATA"|"part"|"p_name"|200000|10885|22441701|"TableScan Impl: ColumnLike p_name LIKE '%white%'"|200000|10885
"b8f2026884d8c3a8"|"DATA"|"part"|"p_name"|200000|10885|22441701|"TableScan Impl: ColumnLike p_name LIKE '%white%'"|200000|10885
"b8f2026884d8c3a8"|"DATA"|"part"|"p_name"|200000|10885|22441701|"TableScan Impl: ColumnLike p_name LIKE '%white%'"|200000|10885
"b8f2026884d8c3a8"|"DATA"|"part"|"p_name"|200000|10885|22441701|"TableScan Impl: ColumnLike p_name LIKE '%white%'"|200000|10885
"d060259834fe79f7"|"DATA"|"part"|"p_name"|200000|10880|22659690|"TableScan Impl: ColumnLike p_name LIKE '%navy%'"|200000|10880
"d060259834fe79f7"|"DATA"|"part"|"p_name"|200000|10880|22659690|"TableScan Impl: ColumnLike p_name LIKE '%navy%'"|200000|10880
"d060259834fe79f7"|"DATA"|"part"|"p_name"|200000|10880|22659690|"TableScan Impl: ColumnLike p_name LIKE '%navy%'"|200000|10880
"d060259834fe79f7"|"DATA"|"part"|"p_name"|200000|10880|22659690|"TableScan Impl: ColumnLike p_name LIKE '%navy%'"|200000|10880
"45337615a2f78d4e"|"REFERENCE"|"lineitem"|"l_quantity"|248022|114043|3889427|"TableScan Impl: ColumnVsValue l_quantity < 24"|6001215|2758822
"45337615a2f78d4e"|"REFERENCE"|"lineitem"|"l_discount"|908721|248022|8864117|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.05 AND 0.07001"|6001215|1637557
"45337615a2f78d4e"|"DATA"|"lineitem"|"l_shipdate"|6001215|908721|15531517|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-01-01' AND '1994-01-01'"|6001215|908721
"7994976cdc25c131"|"REFERENCE"|"lineitem"|"l_quantity"|166048|79478|3348123|"TableScan Impl: ColumnVsValue l_quantity < 25"|6001215|2878793
"7994976cdc25c131"|"REFERENCE"|"lineitem"|"l_discount"|909455|166048|6633106|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.02 AND 0.04001"|6001215|1090838
"7994976cdc25c131"|"DATA"|"lineitem"|"l_shipdate"|6001215|909455|15227199|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"|6001215|909455
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"99e86f072acca614"|"REFERENCE"|"nation"|"n_name"|25|1|27309|"TableScan Impl: ColumnVsValue n_name = 'IRAN'"|25|1
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"99e86f072acca614"|"DATA"|"part"|"p_name"|200000|2169|454766|"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'slate' AND 'slatf'"|200000|2169
"5f321b46b9d2445d"|"REFERENCE"|"nation"|"n_name"|25|1|16483|"TableScan Impl: ColumnVsValue n_name = 'KENYA'"|25|1
