QUERY_HASH,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS
ded3c663bd795a0f,319040,319040,52607529
5236ac4960fec27e,1919830,1919830,81161
5236ac4960fec27e,1186300,1186300,148963353
5236ac4960fec27e,100000,100000,257102
cbd21a9ad8326118,1920188,1920188,70894
cbd21a9ad8326118,1183988,1183988,143187251
cbd21a9ad8326118,100000,100000,261153
76a116def48395a8,2296021,2296021,1576139
76a116def48395a8,100000,100000,275541
120596d9b01f7ec8,1920082,1920082,76272
120596d9b01f7ec8,1188896,1188896,144354722
120596d9b01f7ec8,100000,100000,260454
31cede76d8935739,1919877,1919877,75852
31cede76d8935739,1186988,1186988,146603894
31cede76d8935739,100000,100000,280710
c99cd411c3101d8b,1919957,1919957,75294
c99cd411c3101d8b,1188664,1188664,143941444
c99cd411c3101d8b,100000,100000,265484
9f3c5fc752625649,772062,772062,1514116
9f3c5fc752625649,2000000,2000000,5417654
53505cf709d3dbda,1919830,1919830,76132
53505cf709d3dbda,1186812,1186812,145371885
53505cf709d3dbda,100000,100000,276170
f2b5e28bd4c3992d,2605667,2605667,3170996
f2b5e28bd4c3992d,293027,293027,68244522
32c23f6f991a064d,2084,2084,38345
32c23f6f991a064d,62312,62312,18194814
32c23f6f991a064d,62312,62312,18174699
140261541ac6b6ba,21823,21823,41209
140261541ac6b6ba,87292,87292,11500100
140261541ac6b6ba,99912,99912,27653324
140261541ac6b6ba,44941,44941,3831179
140261541ac6b6ba,1,1,4330
a795bcf5e93582f1,59986052,59986052,335264980
a795bcf5e93582f1,15000000,15000000,83111187
a795bcf5e93582f1,1500000,1500000,4839053
efe8810009ceeca4,2031,2031,37647
efe8810009ceeca4,61257,61257,18311177
efe8810009ceeca4,61257,61257,17868844
581025346a1e14fe,1974,1974,38555
581025346a1e14fe,59600,59600,17576400
581025346a1e14fe,59600,59600,17483296
bc9c5b09f7327ee,1941,1941,36739
bc9c5b09f7327ee,58194,58194,17296668
bc9c5b09f7327ee,58194,58194,17597144
ca18c361736e9938,100000,100000,214007
ca18c361736e9938,1,1,4260
ca18c361736e9938,5,5,6217
ca18c361736e9938,300963,300963,28397530
ca18c361736e9938,13252,13252,42606
ca18c361736e9938,397651,397651,96619352
ca18c361736e9938,119575,119575,28842378
ca18c361736e9938,25,25,11664
3534234c34669919,21783,21783,37228
3534234c34669919,87132,87132,11601726
3534234c34669919,98654,98654,27808591
3534234c34669919,44636,44636,3828873
3534234c34669919,1,1,5099
550d82dfc9e49105,2000000,2000000,5159994
550d82dfc9e49105,5228,5228,2546436
3c13b8ba3d206f05,2000000,2000000,6748914
3c13b8ba3d206f05,5081,5081,2504110
a77f146ed65d1660,21493,21493,35622
a77f146ed65d1660,85972,85972,11399732
a77f146ed65d1660,98373,98373,27967070
a77f146ed65d1660,1,1,8940
a77f146ed65d1660,1726,1726,353489
8dc3fd52eb6d3c3d,2000000,2000000,10854517
8dc3fd52eb6d3c3d,4956,4956,2462342
65e8223a5ee91fb8,2000000,2000000,10765184
65e8223a5ee91fb8,5165,5165,2564456
a61d21fbe175bdf5,1919492,1919492,83187
a61d21fbe175bdf5,1189100,1189100,144870533
a61d21fbe175bdf5,100000,100000,268068
af04794535660bfb,2000000,2000000,10934909
af04794535660bfb,5041,5041,2506065
