QUERY_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|INPUT_ROWS|OUTPUT_ROWS|RUNTIME_NS|DESCRIPTION|SINGLE_INPUT_ROWS|SINGLE_OUTPUT_ROWS|SINGLE_RUNTIME_NS|OPERATOR_POINTER
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|64398|"TableScan Impl: ColumnVsValue t_minute < 30"|86400|43200|260245|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|31360|"TableScan Impl: ColumnVsValue t_minute < 30"|86400|43200|265833|"0x7f761e0d1010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|130891|"TableScan Impl: ColumnVsValue t_hour = 9"|86400|3600|112871|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|32269|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|227836|"0x7f761e0d1010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|122021|"TableScan Impl: ColumnVsValue t_hour = 8"|86400|3600|110636|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|31709|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|226021|"0x7f761e0d1010"
"b5449accdea88518"|"DATA"|"time_dim"|"t_hour"|86400|3600|129005|"TableScan Impl: ColumnVsValue t_hour = 10"|86400|3600|115665|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|62512|"TableScan Impl: ColumnVsValue t_minute < 30"|86400|43200|257800|"0x7f761e0d1010"
"b5449accdea88518"|"REFERENCE"|"time_dim"|"t_minute"|3600|1800|67890|"TableScan Impl: ColumnVsValue t_minute >= 30"|86400|43200|225811|"0x7f761e0d1010"
"d226deafa3236031"|"REFERENCE"|"date_dim"|"d_moy"|365|30|15855|"TableScan Impl: ColumnVsValue d_moy = 9"|73049|6000|111613|"0x7f761a4c6890"
"d226deafa3236031"|"DATA"|"date_dim"|"d_year"|73049|365|125443|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|102534|"0x7f761a4c6890"
"d226deafa3236031"|"REFERENCE"|"date_dim"|"d_moy"|365|122|51477|"TableScan Impl: ColumnBetween d_moy BETWEEN INCLUSIVE 9 AND 12"|73049|24400|196126|"0x7f761a4c6890"
"d226deafa3236031"|"DATA"|"date_dim"|"d_year"|73049|365|135221|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|105118|"0x7f7616e86f90"
"d226deafa3236031"|"DATA"|"date_dim"|"d_year"|73049|366|87796|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|102883|"0x7f7616e86f90"
"d226deafa3236031"|"DATA"|"date_dim"|"d_year"|73049|365|85910|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|102185|"0x7f7616e86f90"
"b3cb9453eb547241"|"REFERENCE"|"date_dim"|"d_qoy"|366|92|13969|"TableScan Impl: ColumnVsValue d_qoy = 3"|73049|18400|156873|"0x7f7616e89df0"
"b3cb9453eb547241"|"DATA"|"date_dim"|"d_year"|73049|366|112522|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|103512|"0x7f7616e89df0"
"b3cb9453eb547241"|"REFERENCE"|"date_dim"|"d_qoy"|366|91|55457|"TableScan Impl: ColumnVsValue d_qoy = 2"|73049|18200|131100|"0x7f7616e89df0"
"b3cb9453eb547241"|"REFERENCE"|"date_dim"|"d_qoy"|366|91|50150|"TableScan Impl: ColumnVsValue d_qoy = 1"|73049|18199|131590|"0x7f7616e89df0"
"c3eb0f228a4c62a1"|"DATA"|"item"|"i_manufact_id"|102000|1328|203949|"TableScan Impl: ColumnBetween i_manufact_id BETWEEN INCLUSIVE 738 AND 778"|102000|1328|247184|"0x7f7618d679f0"
"1f3f852eeffeb3fb"|"REFERENCE"|"date_dim"|"d_dom"|1096|108|45470|"TableScan Impl: ColumnBetween d_dom BETWEEN INCLUSIVE 1 AND 3"|73049|7200|166024|"0x7f7618d620b0"
"1f3f852eeffeb3fb"|"DATA"|"date_dim"|"d_year"|73049|365|117551|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|108400|"0x7f7618d620b0"
"1f3f852eeffeb3fb"|"DATA"|"date_dim"|"d_year"|73049|366|92266|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|106724|"0x7f7618d620b0"
"1f3f852eeffeb3fb"|"DATA"|"date_dim"|"d_year"|73049|365|89053|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|105747|"0x7f7618d620b0"
"1f3f852eeffeb3fb"|"REFERENCE"|"date_dim"|"d_dom"|1096|144|37577|"TableScan Impl: ColumnBetween d_dom BETWEEN INCLUSIVE 25 AND 28"|73049|9600|167769|"0x7f7618d620b0"
"1f3f852eeffeb3fb"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|1600|800|222529|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1.2"|7200|2400|298660|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"REFERENCE"|"household_demographics"|"hd_dep_count"|1600|800|222529|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1.2"|7200|2400|298660|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|1600|800|222529|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1.2"|7200|2400|298660|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"REFERENCE"|"household_demographics"|"hd_buy_potential"|4800|800|38345|"TableScan Impl: ColumnVsValue hd_buy_potential = '>10000'"|7200|1200|25913|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"DATA"|"household_demographics"|"hd_vehicle_count"|7200|4800|191797|"TableScan Impl: ColumnVsValue hd_vehicle_count > 0"|7200|4800|44702|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"REFERENCE"|"household_demographics"|"hd_buy_potential"|4800|800|27868|"TableScan Impl: ColumnVsValue hd_buy_potential = 'Unknown'"|7200|1200|25074|"0x7f7618d62b30"
"1f3f852eeffeb3fb"|"DATA"|"store"|"s_county"|102|31|44771|"TableScan Impl: ColumnVsValue s_county = 'Williamson County'"|102|31|22770|"0x7f7616e8bd70"
"f2542843ada8b55c"|"REFERENCE"|"date_dim"|"d_qoy"|365|274|40301|"TableScan Impl: ColumnVsValue d_qoy < 4"|73049|54799|316820|"0x7f7618d617f0"
"f2542843ada8b55c"|"DATA"|"date_dim"|"d_year"|73049|365|135641|"TableScan Impl: ColumnVsValue d_year = 2002"|73049|365|104280|"0x7f7618d617f0"
"ec84b20b69353252"|"DATA"|"date_dim"|"d_date"|73049|1|235729|"TableScan Impl: ColumnVsValue d_date = '2000-11-17'"|73049|1|129494|"0x7f761e4810d0"
"ec84b20b69353252"|"DATA"|"date_dim"|"d_date"|73049|1|89053|"TableScan Impl: ColumnVsValue d_date = '2000-09-27'"|73049|1|106166|"0x7f761e4810d0"
"ec84b20b69353252"|"DATA"|"date_dim"|"d_date"|73049|1|89123|"TableScan Impl: ColumnVsValue d_date = '2000-06-30'"|73049|1|106305|"0x7f761e4810d0"
"43e0ae6c5f21fc66"|"REFERENCE"|"date_dim"|"d_moy"|365|31|32757|"TableScan Impl: ColumnVsValue d_moy = 1"|73049|6200|102114|"0x7f76164b7c50"
"43e0ae6c5f21fc66"|"DATA"|"date_dim"|"d_year"|73049|365|102114|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103721|"0x7f76164b7c50"
"c472acfef2176cba"|"REFERENCE"|"date_dim"|"d_moy"|365|31|16135|"TableScan Impl: ColumnVsValue d_moy = 1"|73049|6200|103721|"0x7f761d7d82d0"
"c472acfef2176cba"|"DATA"|"date_dim"|"d_year"|73049|365|130751|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103441|"0x7f761d7d82d0"
"c472acfef2176cba"|"REFERENCE"|"date_dim"|"d_moy"|365|28|48822|"TableScan Impl: ColumnVsValue d_moy = 2"|73049|5649|100438|"0x7f761d7d82d0"
"2b7e6ed9df8e2f99"|"REFERENCE"|"date_dim"|"d_dom"|1096|72|49590|"TableScan Impl: ColumnBetween d_dom BETWEEN INCLUSIVE 1 AND 2"|73049|4800|155825|"0x7f761e4817d0"
"2b7e6ed9df8e2f99"|"DATA"|"date_dim"|"d_year"|73049|365|123906|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|107981|"0x7f761e4817d0"
"2b7e6ed9df8e2f99"|"DATA"|"date_dim"|"d_year"|73049|366|91079|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|106514|"0x7f761e4817d0"
"2b7e6ed9df8e2f99"|"DATA"|"date_dim"|"d_year"|73049|365|88844|"TableScan Impl: ColumnVsValue d_year = 1999"|73049|365|105676|"0x7f761e4817d0"
"2b7e6ed9df8e2f99"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|1600|800|179224|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1"|7200|2400|236358|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"REFERENCE"|"household_demographics"|"hd_dep_count"|1600|800|179224|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1"|7200|2400|236358|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"REFERENCE"|"household_demographics"|"hd_vehicle_count"|1600|800|179224|"TableScan Impl: ExpressionEvaluator CASE WHEN hd_vehicle_count > 0 THEN hd_dep_count / hd_vehicle_count ELSE NULL END > 1"|7200|2400|236358|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"REFERENCE"|"household_demographics"|"hd_buy_potential"|4800|800|36389|"TableScan Impl: ColumnVsValue hd_buy_potential = 'Unknown'"|7200|1200|25284|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"DATA"|"household_demographics"|"hd_vehicle_count"|7200|4800|118249|"TableScan Impl: ColumnVsValue hd_vehicle_count > 0"|7200|4800|58810|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"REFERENCE"|"household_demographics"|"hd_buy_potential"|4800|800|27450|"TableScan Impl: ColumnVsValue hd_buy_potential = '>10000'"|7200|1200|24516|"0x7f761e481d10"
"2b7e6ed9df8e2f99"|"DATA"|"store"|"s_county"|102|31|90870|"TableScan Impl: ExpressionEvaluator (s_county) IN ('Orange County', 'Bronx County', 'Franklin Parish', 'Williamson County')"|102|31|56924|"0x7f761e47e7b0"
"ac2f9c4228030d9d"|"DATA"|"date_dim"|"d_year"|73049|366|118459|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|104699|"0x7f7618d666b0"
"ac2f9c4228030d9d"|"DATA"|"store"|"s_gmt_offset"|102|30|41418|"TableScan Impl: ColumnVsValue s_gmt_offset = -5"|102|30|14109|"0x7f7618d66a30"
"ea189fd9834a0c7c"|"REFERENCE"|"date_dim"|"d_moy"|365|31|16693|"TableScan Impl: ColumnVsValue d_moy = 1"|73049|6200|103232|"0x7f761d7d9450"
"ea189fd9834a0c7c"|"DATA"|"date_dim"|"d_year"|73049|365|134732|"TableScan Impl: ColumnVsValue d_year = 2001"|73049|365|103651|"0x7f761d7d9450"
"ea189fd9834a0c7c"|"REFERENCE"|"date_dim"|"d_moy"|365|28|31291|"TableScan Impl: ColumnVsValue d_moy = 2"|73049|5649|102185|"0x7f761d7d9450"
"2f68c8df87906c39"|"REFERENCE"|"date_dim"|"d_moy"|366|30|13620|"TableScan Impl: ColumnVsValue d_moy = 11"|73049|6000|102254|"0x7f7618d67590"
"2f68c8df87906c39"|"DATA"|"date_dim"|"d_year"|73049|366|126002|"TableScan Impl: ColumnVsValue d_year = 2000"|73049|366|104001|"0x7f7618d67590"
"2f68c8df87906c39"|"DATA"|"item"|"i_manager_id"|102000|1847|180831|"TableScan Impl: ColumnVsValue i_manager_id = 1"|102000|1847|154569|"0x7f7618d67210"
